"","Chromosome","Coord1","Coord2","Strand","ID","Name","arm5p","arm3p","high_conf","mirtron"
"701","chr13",24162416,24162504,"+","MI0011282","hsa-mir-2276","hsa-miR-2276-5p","hsa-miR-2276-3p","0","canonical"
"702","chr5",93620696,93620788,"-","MI0011284","hsa-mir-2277","hsa-miR-2277-5p","hsa-miR-2277-3p","0","canonical"
"704","chr13",101967642,101967746,"-","MI0012062","hsa-mir-2681","hsa-miR-2681-5p","hsa-miR-2681-3p","0","canonical"
"705","chr1",98045242,98045351,"-","MI0012063","hsa-mir-2682","hsa-miR-2682-5p","hsa-miR-2682-3p","0","canonical"
"713","chr1",66628440,66628517,"+","MI0014130","hsa-mir-3117","hsa-miR-3117-5p","hsa-miR-3117-3p","0","canonical"
"719","chr1",172138808,172138888,"+","MI0014136","hsa-mir-3120","hsa-miR-3120-5p","hsa-miR-3120-3p","0","canonical"
"720","chr1",180438314,180438390,"-","MI0014137","hsa-mir-3121","hsa-miR-3121-5p","hsa-miR-3121-3p","0","canonical"
"723","chr1",248826377,248826443,"+","MI0014140","hsa-mir-3124","hsa-miR-3124-5p","hsa-miR-3124-3p","0","canonical"
"726","chr2",69103682,69103755,"+","MI0014143","hsa-mir-3126","hsa-miR-3126-5p","hsa-miR-3126-3p","0","canonical"
"727","chr2",96798278,96798353,"+","MI0014144","hsa-mir-3127","hsa-miR-3127-5p","hsa-miR-3127-3p","0","canonical"
"729","chr2",189133036,189133111,"-","MI0014146","hsa-mir-3129","hsa-miR-3129-5p","hsa-miR-3129-3p","0","canonical"
"730","chr2",206783234,206783308,"-","MI0014147","hsa-mir-3130-1","hsa-miR-3130-5p","hsa-miR-3130-3p","1","canonical"
"731","chr2",206783234,206783308,"+","MI0014148","hsa-mir-3130-2","hsa-miR-3130-5p","hsa-miR-3130-3p","1","canonical"
"739","chr3",69048958,69049035,"-","MI0014158","hsa-mir-3136","hsa-miR-3136-5p","hsa-miR-3136-3p","0","canonical"
"744","chr4",152489327,152489416,"-","MI0014163","hsa-mir-3140","hsa-miR-3140-5p","hsa-miR-3140-3p","1","canonical"
"745","chr4",173268160,173268233,"+","MI0014164","hsa-mir-548t","hsa-miR-548t-5p","hsa-miR-548t-3p","0","canonical"
"750","chr6",120015179,120015257,"+","MI0014169","hsa-mir-3144","hsa-miR-3144-5p","hsa-miR-3144-3p","1","canonical"
"751","chr6",138435213,138435294,"-","MI0014170","hsa-mir-3145","hsa-miR-3145-5p","hsa-miR-3145-3p","0","canonical"
"758","chr8",95072914,95072993,"+","MI0014177","hsa-mir-3150a","hsa-miR-3150a-5p","hsa-miR-3150a-3p","0","canonical"
"759","chr8",103154614,103154689,"+","MI0014178","hsa-mir-3151","hsa-miR-3151-5p","hsa-miR-3151-3p","0","canonical"
"760","chr9",18573306,18573379,"+","MI0014179","hsa-mir-3152","hsa-miR-3152-5p","hsa-miR-3152-3p","0","canonical"
"762","chr9",95086014,95086094,"-","MI0014181","hsa-mir-3074","hsa-miR-3074-5p","hsa-miR-3074-3p","1","canonical"
"765","chr10",45164014,45164088,"+","MI0014184","hsa-mir-3156-1","hsa-miR-3156-5p","hsa-miR-3156-3p","0","canonical"
"766","chr10",96064315,96064399,"-","MI0014185","hsa-mir-3157","hsa-miR-3157-5p","hsa-miR-3157-3p","0","canonical"
"767","chr10",101601417,101601497,"+","MI0014186","hsa-mir-3158-1","hsa-miR-3158-5p","hsa-miR-3158-3p","1","canonical"
"768","chr10",101601417,101601497,"-","MI0014187","hsa-mir-3158-2","hsa-miR-3158-5p","hsa-miR-3158-3p","0","canonical"
"770","chr11",46451805,46451889,"-","MI0014189","hsa-mir-3160-1","hsa-miR-3160-5p","hsa-miR-3160-3p","0","canonical"
"771","chr11",46451807,46451887,"+","MI0014190","hsa-mir-3160-2","hsa-miR-3160-5p","hsa-miR-3160-3p","0","canonical"
"773","chr11",59595077,59595158,"-","MI0014192","hsa-mir-3162","hsa-miR-3162-5p","hsa-miR-3162-3p","0","canonical"
"784","chr14",95137919,95137986,"-","MI0014204","hsa-mir-3173","hsa-miR-3173-5p","hsa-miR-3173-3p","0","canonical"
"786","chr14",101056219,101056300,"+","MI0014206","hsa-mir-323b","hsa-miR-323b-5p","hsa-miR-323b-3p","0","canonical"
"791","chr16",1734985,1735066,"+","MI0014211","hsa-mir-3177","hsa-miR-3177-5p","hsa-miR-3177-3p","0","canonical"
"794","chr16",14911220,14911313,"+","MI0014214","hsa-mir-3180-1","hsa-miR-3180-5p","hsa-miR-3180-3p","0","canonical"
"795","chr16",16309879,16309966,"+","MI0014215","hsa-mir-3180-2","hsa-miR-3180-5p","hsa-miR-3180-3p","0","canonical"
"797","chr16",18402178,18402271,"-","MI0014217","hsa-mir-3180-3","hsa-miR-3180-5p","hsa-miR-3180-3p","0","canonical"
"803","chr17",30117086,30117160,"-","MI0014226","hsa-mir-3184","hsa-miR-3184-5p","hsa-miR-3184-3p","0","canonical"
"805","chr17",81125877,81125955,"+","MI0014228","hsa-mir-3065","hsa-miR-3065-5p","hsa-miR-3065-3p","1","canonical"
"806","chr17",81451104,81451188,"-","MI0014229","hsa-mir-3186","hsa-miR-3186-5p","hsa-miR-3186-3p","0","canonical"
"807","chr18",14830166,14830242,"+","MI0014230","hsa-mir-3156-2","hsa-miR-3156-5p","hsa-miR-3156-3p","0","canonical"
"808","chr19",813584,813653,"+","MI0014231","hsa-mir-3187","hsa-miR-3187-5p","hsa-miR-3187-3p","0","canonical"
"810","chr19",18386562,18386634,"+","MI0014233","hsa-mir-3189","hsa-miR-3189-5p","hsa-miR-3189-3p","0","canonical"
"812","chr19",47226942,47227021,"+","MI0014235","hsa-mir-3190","hsa-miR-3190-5p","hsa-miR-3190-3p","0","canonical"
"813","chr19",47226944,47227019,"-","MI0014236","hsa-mir-3191","hsa-miR-3191-5p","hsa-miR-3191-3p","0","canonical"
"814","chr20",18470615,18470691,"+","MI0014237","hsa-mir-3192","hsa-miR-3192-5p","hsa-miR-3192-3p","0","canonical"
"816","chr20",51452905,51452977,"-","MI0014239","hsa-mir-3194","hsa-miR-3194-5p","hsa-miR-3194-3p","0","canonical"
"820","chr21",18686090,18686164,"-","MI0014244","hsa-mir-548x","hsa-miR-548x-5p","hsa-miR-548x-3p","0","canonical"
"825","chr22",30731557,30731641,"+","MI0014249","hsa-mir-3200","hsa-miR-3200-5p","hsa-miR-3200-3p","0","canonical"
"827","chrX",147250151,147250230,"-","MI0014251","hsa-mir-514b","hsa-miR-514b-5p","hsa-miR-514b-3p","1","canonical"
"882","chr2",207109987,207110073,"-","MI0015873","hsa-mir-2355","hsa-miR-2355-5p","hsa-miR-2355-3p","0","canonical"
"912","chrX",50010672,50010750,"+","MI0015903","hsa-mir-500b","hsa-miR-500b-5p","hsa-miR-500b-3p","0","canonical"
"916","chr15",34528290,34528371,"-","MI0015973","hsa-mir-1233-2","hsa-miR-1233-5p","hsa-miR-1233-3p","0","canonical"
"925","chr1",33332393,33332492,"-","MI0015995","hsa-mir-3605","hsa-miR-3605-5p","hsa-miR-3605-3p","1","5p-tailed mirtron"
"926","chr2",188995630,188995692,"+","MI0015996","hsa-mir-3606","hsa-miR-3606-5p","hsa-miR-3606-3p","0","5p-tailed mirtron"
"927","chr5",86620497,86620575,"+","MI0015997","hsa-mir-3607","hsa-miR-3607-5p","hsa-miR-3607-3p","0","canonical"
"932","chr13",49996415,49996501,"-","MI0016003","hsa-mir-3613","hsa-miR-3613-5p","hsa-miR-3613-3p","1","canonical"
"933","chr17",56891270,56891355,"-","MI0016004","hsa-mir-3614","hsa-miR-3614-5p","hsa-miR-3614-3p","1","canonical"
"935","chr20",47166967,47167058,"+","MI0016006","hsa-mir-3616","hsa-miR-3616-5p","hsa-miR-3616-3p","0","canonical"
"936","chr20",45705102,45705180,"-","MI0016007","hsa-mir-3617","hsa-miR-3617-5p","hsa-miR-3617-3p","0","canonical"
"938","chr22",46091044,46091126,"+","MI0016009","hsa-mir-3619","hsa-miR-3619-5p","hsa-miR-3619-3p","0","canonical"
"940","chr1",228097263,228097341,"+","MI0016011","hsa-mir-3620","hsa-miR-3620-5p","hsa-miR-3620-3p","0","5p-tailed mirtron"
"942","chr8",27701677,27701759,"+","MI0016013","hsa-mir-3622a","hsa-miR-3622a-5p","hsa-miR-3622a-3p","0","canonical"
"943","chr8",27701673,27701767,"-","MI0016014","hsa-mir-3622b","hsa-miR-3622b-5p","hsa-miR-3622b-3p","0","canonical"
"950","chr22",29333158,29333267,"-","MI0016053","hsa-mir-3653","hsa-miR-3653-5p","hsa-miR-3653-3p","0","canonical"
"961","chr10",117167678,117167774,"-","MI0016064","hsa-mir-3663","hsa-miR-3663-5p","hsa-miR-3663-3p","0","canonical"
"962","chr11",70872270,70872368,"-","MI0016065","hsa-mir-3664","hsa-miR-3664-5p","hsa-miR-3664-3p","0","canonical"
"965","chr22",49543393,49543466,"-","MI0016068","hsa-mir-3667","hsa-miR-3667-5p","hsa-miR-3667-3p","0","canonical"
"971","chr1",16858949,16859021,"-","MI0016076","hsa-mir-3675","hsa-miR-3675-5p","hsa-miR-3675-3p","0","canonical"
"972","chr16",2270713,2270772,"+","MI0016078","hsa-mir-3677","hsa-miR-3677-5p","hsa-miR-3677-3p","0","canonical"
"973","chr17",75406069,75406162,"+","MI0016079","hsa-mir-3678","hsa-miR-3678-5p","hsa-miR-3678-3p","0","canonical"
"974","chr2",134127125,134127192,"+","MI0016080","hsa-mir-3679","hsa-miR-3679-5p","hsa-miR-3679-3p","0","canonical"
"975","chr16",21506049,21506135,"-","MI0016081","hsa-mir-3680-1","hsa-miR-3680-5p","hsa-miR-3680-3p","0","canonical"
"976","chr2",12199130,12199201,"+","MI0016082","hsa-mir-3681","hsa-miR-3681-5p","hsa-miR-3681-3p","0","canonical"
"977","chr2",53849122,53849205,"-","MI0016083","hsa-mir-3682","hsa-miR-3682-5p","hsa-miR-3682-3p","0","canonical"
"983","chr4",159128802,159128894,"-","MI0016089","hsa-mir-3688-1","hsa-miR-3688-5p","hsa-miR-3688-3p","0","canonical"
"984","chr9",134849487,134849564,"-","MI0016090","hsa-mir-3689a","hsa-miR-3689a-5p","hsa-miR-3689a-3p","0","canonical"
"986","chr6",5148233,5148322,"-","MI0016092","hsa-mir-3691","hsa-miR-3691-5p","hsa-miR-3691-3p","0","canonical"
"987","chr6",157529132,157529200,"+","MI0016093","hsa-mir-3692","hsa-miR-3692-5p","hsa-miR-3692-3p","0","canonical"
"993","chr9",134850125,134850272,"-","MI0016411","hsa-mir-3689b","hsa-miR-3689b-5p","hsa-miR-3689b-3p","0","canonical"
"998","chr5",171386656,171386760,"-","MI0016416","hsa-mir-3912","hsa-miR-3912-5p","hsa-miR-3912-3p","0","canonical"
"999","chr12",69584722,69584823,"-","MI0016417","hsa-mir-3913-1","hsa-miR-3913-5p","hsa-miR-3913-3p","0","canonical"
"1000","chr12",69584723,69584822,"+","MI0016418","hsa-mir-3913-2","hsa-miR-3913-5p","hsa-miR-3913-3p","0","canonical"
"1008","chr8",95072911,95072996,"-","MI0016426","hsa-mir-3150b","hsa-miR-3150b-5p","hsa-miR-3150b-3p","0","canonical"
"1011","chr12",104591633,104591716,"+","MI0016429","hsa-mir-3922","hsa-miR-3922-5p","hsa-miR-3922-3p","0","canonical"
"1015","chr6",36622436,36622512,"-","MI0016433","hsa-mir-3925","hsa-miR-3925-5p","hsa-miR-3925-3p","0","canonical"
"1017","chr9",109511475,109511545,"-","MI0016435","hsa-mir-3927","hsa-miR-3927-5p","hsa-miR-3927-3p","0","canonical"
"1018","chrX",70022857,70022923,"+","MI0016436","hsa-mir-676","hsa-miR-676-5p","hsa-miR-676-3p","0","canonical"
"1020","chr22",31160062,31160119,"-","MI0016438","hsa-mir-3928","hsa-miR-3928-5p","hsa-miR-3928-3p","0","canonical"
"1022","chr6",33698128,33698234,"+","MI0016590","hsa-mir-3934","hsa-miR-3934-5p","hsa-miR-3934-3p","0","canonical"
"1029","chr19",6416410,6416511,"-","MI0016597","hsa-mir-3940","hsa-miR-3940-5p","hsa-miR-3940-3p","0","3p-tailed mirtron"
"1031","chr15",35372256,35372364,"-","MI0016599","hsa-mir-3942","hsa-miR-3942-5p","hsa-miR-3942-3p","0","canonical"
"1033","chr10",133371556,133371663,"-","MI0016601","hsa-mir-3944","hsa-miR-3944-5p","hsa-miR-3944-3p","0","canonical"
"1035","chrX",74218549,74218618,"+","MI0016684","hsa-mir-374c","hsa-miR-374c-5p","hsa-miR-374c-3p","0","canonical"
"1036","chr19",45674932,45675008,"-","MI0016685","hsa-mir-642b","hsa-miR-642b-5p","hsa-miR-642b-3p","0","canonical"
"1037","chr7",30289794,30289890,"-","MI0016686","hsa-mir-550b-1","hsa-miR-550b-2-5p","hsa-miR-550b-3p","0","canonical"
"1038","chr7",32732981,32733077,"-","MI0016687","hsa-mir-550b-2","hsa-miR-550b-2-5p","hsa-miR-550b-3p","0","canonical"
"1042","chr20",38516563,38516632,"+","MI0016746","hsa-mir-548o-2","hsa-miR-548o-5p","hsa-miR-548o-3p","1","canonical"
"1056","chr1",85133794,85133873,"+","MI0016760","hsa-mir-4423","hsa-miR-4423-5p","hsa-miR-4423-3p","0","canonical"
"1066","chr2",35471405,35471486,"+","MI0016770","hsa-mir-548ad","hsa-miR-548ad-5p","hsa-miR-548ad-3p","0","canonical"
"1069","chr2",64340759,64340839,"+","MI0016773","hsa-mir-4433a","hsa-miR-4433a-5p","hsa-miR-4433a-3p","0","canonical"
"1076","chr5",58530043,58530109,"-","MI0016780","hsa-mir-548ae-2","hsa-miR-548ae-5p","hsa-miR-548ae-3p","0","canonical"
"1084","chr3",109602828,109602897,"+","MI0016788","hsa-mir-4445","hsa-miR-4445-5p","hsa-miR-4445-3p","0","canonical"
"1085","chr3",113594876,113594942,"+","MI0016789","hsa-mir-4446","hsa-miR-4446-5p","hsa-miR-4446-3p","0","canonical"
"1092","chr4",76575551,76575626,"+","MI0016796","hsa-mir-548ah","hsa-miR-548ah-5p","hsa-miR-548ah-3p","0","canonical"
"1111","chrX",38023895,38023986,"-","MI0016815","hsa-mir-548aj-2","hsa-miR-548aj-5p","hsa-miR-548aj-3p","0","canonical"
"1122","chr9",20502265,20502342,"-","MI0016826","hsa-mir-4474","hsa-miR-4474-5p","hsa-miR-4474-3p","0","canonical"
"1139","chr10",104268336,104268405,"-","MI0016843","hsa-mir-4482","hsa-miR-4482-5p","hsa-miR-4482-3p","0","canonical"
"1142","chr11",10508270,10508326,"-","MI0016846","hsa-mir-4485","hsa-miR-4485-5p","hsa-miR-4485-3p","0","canonical"
"1182","chr17",6655440,6655509,"-","MI0016886","hsa-mir-4520-1","hsa-miR-4520-5p","hsa-miR-4520-3p","0","canonical"
"1187","chr17",69099564,69099632,"-","MI0016891","hsa-mir-4524a","hsa-miR-4524a-5p","hsa-miR-4524a-3p","1","canonical"
"1192","chr18",55479221,55479298,"+","MI0016896","hsa-mir-4529","hsa-miR-4529-5p","hsa-miR-4529-3p","0","canonical"
"1200","chrX",16627012,16627085,"-","MI0016904","hsa-mir-548am","hsa-miR-548am-5p","hsa-miR-548am-3p","0","canonical"
"1202","chrX",55451495,55451582,"-","MI0016906","hsa-mir-4536-1","hsa-miR-4536-5p","hsa-miR-4536-3p","1","canonical"
"1216","chr1",12191713,12191773,"+","MI0017259","hsa-mir-4632","hsa-miR-4632-5p","hsa-miR-4632-3p","0","5p-tailed mirtron"
"1217","chr5",129097688,129097766,"+","MI0017260","hsa-mir-4633","hsa-miR-4633-5p","hsa-miR-4633-3p","0","canonical"
"1222","chr5",181222566,181222633,"-","MI0017265","hsa-mir-4638","hsa-miR-4638-5p","hsa-miR-4638-3p","0","canonical"
"1223","chr6",16141556,16141624,"+","MI0017266","hsa-mir-4639","hsa-miR-4639-5p","hsa-miR-4639-3p","0","5p-tailed mirtron"
"1224","chr6",30890883,30890972,"+","MI0017267","hsa-mir-4640","hsa-miR-4640-5p","hsa-miR-4640-3p","0","5p-tailed mirtron"
"1229","chr6",2854031,2854107,"-","MI0017272","hsa-mir-4645","hsa-miR-4645-5p","hsa-miR-4645-3p","0","canonical"
"1230","chr6",31701029,31701091,"-","MI0017273","hsa-mir-4646","hsa-miR-4646-5p","hsa-miR-4646-3p","0","5p-tailed mirtron"
"1233","chr7",44110849,44110912,"+","MI0017276","hsa-mir-4649","hsa-miR-4649-5p","hsa-miR-4649-3p","0","5p-tailed mirtron"
"1234","chr7",67114322,67114397,"-","MI0017277","hsa-mir-4650-1","hsa-miR-4650-5p","hsa-miR-4650-3p","0","canonical"
"1235","chr7",72697903,72697978,"+","MI0017278","hsa-mir-4650-2","hsa-miR-4650-5p","hsa-miR-4650-3p","0","canonical"
"1237","chr7",93716928,93717005,"+","MI0017280","hsa-mir-4652","hsa-miR-4652-5p","hsa-miR-4652-3p","0","canonical"
"1238","chr7",101159473,101159555,"+","MI0017281","hsa-mir-4653","hsa-miR-4653-5p","hsa-miR-4653-3p","0","canonical"
"1240","chr7",1844180,1844253,"-","MI0017283","hsa-mir-4655","hsa-miR-4655-5p","hsa-miR-4655-3p","0","canonical"
"1244","chr8",6745164,6745244,"+","MI0017287","hsa-mir-4659a","hsa-miR-4659a-5p","hsa-miR-4659a-3p","0","canonical"
"1246","chr8",91205485,91205559,"+","MI0017289","hsa-mir-4661","hsa-miR-4661-5p","hsa-miR-4661-3p","0","canonical"
"1247","chr8",124821985,124822051,"+","MI0017290","hsa-mir-4662a","hsa-miR-4662a-5p","hsa-miR-4662a-3p","0","canonical"
"1248","chr8",6745168,6745240,"-","MI0017291","hsa-mir-4659b","hsa-miR-4659b-5p","hsa-miR-4659b-3p","0","canonical"
"1251","chr8",143733083,143733153,"-","MI0017294","hsa-mir-4664","hsa-miR-4664-5p","hsa-miR-4664-3p","0","canonical"
"1252","chr9",6007826,6007904,"+","MI0017295","hsa-mir-4665","hsa-miR-4665-5p","hsa-miR-4665-3p","0","canonical"
"1253","chr1",228462074,228462152,"+","MI0017296","hsa-mir-4666a","hsa-miR-4666a-5p","hsa-miR-4666a-3p","0","canonical"
"1254","chr9",35608094,35608159,"+","MI0017297","hsa-mir-4667","hsa-miR-4667-5p","hsa-miR-4667-3p","0","5p-tailed mirtron"
"1255","chr9",111932100,111932169,"+","MI0017298","hsa-mir-4668","hsa-miR-4668-5p","hsa-miR-4668-3p","0","canonical"
"1256","chr9",128392621,128392708,"+","MI0017299","hsa-mir-219b","hsa-miR-219b-5p","hsa-miR-219b-3p","1","canonical"
"1258","chr9",92527984,92528058,"-","MI0017301","hsa-mir-4670","hsa-miR-4670-5p","hsa-miR-4670-3p","0","canonical"
"1259","chr1",234306467,234306539,"+","MI0017302","hsa-mir-4671","hsa-miR-4671-5p","hsa-miR-4671-3p","0","canonical"
"1264","chr10",72721029,72721100,"+","MI0017307","hsa-mir-4676","hsa-miR-4676-5p","hsa-miR-4676-3p","0","canonical"
"1265","chr1",243346176,243346255,"+","MI0017308","hsa-mir-4677","hsa-miR-4677-5p","hsa-miR-4677-3p","0","canonical"
"1269","chr10",110898090,110898155,"+","MI0017312","hsa-mir-4680","hsa-miR-4680-5p","hsa-miR-4680-3p","0","canonical"
"1273","chr1",22719517,22719598,"+","MI0017316","hsa-mir-4684","hsa-miR-4684-5p","hsa-miR-4684-3p","0","canonical"
"1274","chr10",98431292,98431360,"-","MI0017317","hsa-mir-4685","hsa-miR-4685-5p","hsa-miR-4685-3p","0","5p-tailed mirtron"
"1276","chr11",3856062,3856141,"+","MI0017319","hsa-mir-4687","hsa-miR-4687-5p","hsa-miR-4687-3p","0","canonical"
"1277","chr11",34941837,34941920,"+","MI0017320","hsa-mir-1343","hsa-miR-1343-5p","hsa-miR-1343-3p","0","canonical"
"1280","chr11",65636310,65636369,"+","MI0017323","hsa-mir-4690","hsa-miR-4690-5p","hsa-miR-4690-3p","0","3p-tailed mirtron"
"1281","chr11",68033897,68033981,"+","MI0017324","hsa-mir-4691","hsa-miR-4691-5p","hsa-miR-4691-3p","0","canonical"
"1283","chr11",103849906,103849980,"+","MI0017326","hsa-mir-4693","hsa-miR-4693-5p","hsa-miR-4693-3p","0","canonical"
"1284","chr11",19760004,19760083,"-","MI0017327","hsa-mir-4694","hsa-miR-4694-5p","hsa-miR-4694-3p","0","canonical"
"1285","chr1",18883202,18883275,"-","MI0017328","hsa-mir-4695","hsa-miR-4695-5p","hsa-miR-4695-3p","0","canonical"
"1287","chr11",133898504,133898581,"-","MI0017330","hsa-mir-4697","hsa-miR-4697-5p","hsa-miR-4697-3p","0","canonical"
"1289","chr12",81158388,81158461,"+","MI0017332","hsa-mir-4699","hsa-miR-4699-5p","hsa-miR-4699-3p","0","canonical"
"1290","chr12",120723193,120723266,"+","MI0017333","hsa-mir-4700","hsa-miR-4700-5p","hsa-miR-4700-3p","0","canonical"
"1291","chr12",48771975,48772037,"-","MI0017334","hsa-mir-4701","hsa-miR-4701-5p","hsa-miR-4701-3p","0","5p-tailed mirtron"
"1293","chr13",51552589,51552667,"+","MI0017336","hsa-mir-4703","hsa-miR-4703-5p","hsa-miR-4703-3p","0","canonical"
"1294","chr13",66218250,66218324,"+","MI0017337","hsa-mir-4704","hsa-miR-4704-5p","hsa-miR-4704-3p","0","canonical"
"1297","chr14",22956950,22957029,"-","MI0017340","hsa-mir-4707","hsa-miR-4707-5p","hsa-miR-4707-3p","1","canonical"
"1298","chr14",65335117,65335183,"-","MI0017341","hsa-mir-4708","hsa-miR-4708-5p","hsa-miR-4708-3p","0","canonical"
"1299","chr14",74480133,74480204,"-","MI0017342","hsa-mir-4709","hsa-miR-4709-5p","hsa-miR-4709-3p","0","canonical"
"1300","chr14",104117418,104117503,"-","MI0017343","hsa-mir-203b","hsa-miR-203b-5p","hsa-miR-203b-3p","0","canonical"
"1302","chr1",59733227,59733296,"-","MI0017345","hsa-mir-4711","hsa-miR-4711-5p","hsa-miR-4711-3p","0","canonical"
"1303","chr15",50360329,50360410,"+","MI0017346","hsa-mir-4712","hsa-miR-4712-5p","hsa-miR-4712-3p","0","canonical"
"1304","chr15",51242190,51242264,"+","MI0017347","hsa-mir-4713","hsa-miR-4713-5p","hsa-miR-4713-3p","0","canonical"
"1305","chr15",98784426,98784502,"+","MI0017348","hsa-mir-4714","hsa-miR-4714-5p","hsa-miR-4714-3p","0","canonical"
"1306","chr15",25848747,25848825,"-","MI0017349","hsa-mir-4715","hsa-miR-4715-5p","hsa-miR-4715-3p","0","canonical"
"1307","chr15",49169070,49169153,"-","MI0017350","hsa-mir-4716","hsa-miR-4716-5p","hsa-miR-4716-3p","0","canonical"
"1308","chr15",88611847,88611924,"-","MI0017351","hsa-mir-3529","hsa-miR-3529-5p","hsa-miR-3529-3p","0","canonical"
"1309","chr16",2274620,2274691,"+","MI0017352","hsa-mir-4717","hsa-miR-4717-5p","hsa-miR-4717-3p","0","canonical"
"1312","chr16",81385018,81385093,"+","MI0017355","hsa-mir-4720","hsa-miR-4720-5p","hsa-miR-4720-3p","0","canonical"
"1314","chr16",88716278,88716337,"-","MI0017357","hsa-mir-4722","hsa-miR-4722-5p","hsa-miR-4722-3p","0","5p-tailed mirtron"
"1315","chr17",6655449,6655502,"+","MI0017358","hsa-mir-4520-2","hsa-miR-4520-5p","hsa-miR-4520-2-3p","0","canonical"
"1316","chr17",28360654,28360734,"+","MI0017359","hsa-mir-4723","hsa-miR-4723-5p","hsa-miR-4723-3p","0","5p-tailed mirtron"
"1318","chr17",31534883,31534971,"+","MI0017361","hsa-mir-4724","hsa-miR-4724-5p","hsa-miR-4724-3p","0","canonical"
"1319","chr17",31575269,31575358,"+","MI0017362","hsa-mir-4725","hsa-miR-4725-5p","hsa-miR-4725-3p","0","canonical"
"1320","chr17",38719691,38719748,"+","MI0017363","hsa-mir-4726","hsa-miR-4726-5p","hsa-miR-4726-3p","0","5p-tailed mirtron"
"1321","chr17",38825838,38825892,"+","MI0017364","hsa-mir-4727","hsa-miR-4727-5p","hsa-miR-4727-3p","0","canonical"
"1322","chr17",39726495,39726561,"+","MI0017365","hsa-mir-4728","hsa-miR-4728-5p","hsa-miR-4728-3p","0","5p-tailed mirtron"
"1325","chr17",15251627,15251696,"-","MI0017368","hsa-mir-4731","hsa-miR-4731-5p","hsa-miR-4731-3p","0","canonical"
"1326","chr17",28861655,28861730,"-","MI0017369","hsa-mir-4732","hsa-miR-4732-5p","hsa-miR-4732-3p","0","canonical"
"1327","chr17",31094350,31094425,"-","MI0017370","hsa-mir-4733","hsa-miR-4733-5p","hsa-miR-4733-3p","0","canonical"
"1329","chr1",196582413,196582481,"-","MI0017372","hsa-mir-4735","hsa-miR-4735-5p","hsa-miR-4735-3p","0","canonical"
"1332","chr17",64500774,64500839,"-","MI0017375","hsa-mir-3064","hsa-miR-3064-5p","hsa-miR-3064-3p","0","5p-tailed mirtron"
"1333","chr17",75784521,75784607,"-","MI0017376","hsa-mir-4738","hsa-miR-4738-5p","hsa-miR-4738-3p","0","canonical"
"1335","chr17",81400716,81400778,"-","MI0017378","hsa-mir-4740","hsa-miR-4740-5p","hsa-miR-4740-3p","0","canonical"
"1337","chr1",224398227,224398311,"-","MI0017380","hsa-mir-4742","hsa-miR-4742-5p","hsa-miR-4742-3p","0","5p-tailed mirtron"
"1338","chr18",48670600,48670668,"+","MI0017381","hsa-mir-4743","hsa-miR-4743-5p","hsa-miR-4743-3p","0","5p-tailed mirtron"
"1340","chr18",58451080,58451152,"-","MI0017383","hsa-mir-3591","hsa-miR-3591-5p","hsa-miR-3591-3p","0","canonical"
"1341","chr19",804940,805001,"+","MI0017384","hsa-mir-4745","hsa-miR-4745-5p","hsa-miR-4745-3p","0","3p-tailed mirtron"
"1342","chr19",4445978,4446048,"+","MI0017385","hsa-mir-4746","hsa-miR-4746-5p","hsa-miR-4746-3p","0","canonical"
"1343","chr19",4932687,4932740,"+","MI0017386","hsa-mir-4747","hsa-miR-4747-5p","hsa-miR-4747-3p","0","5p-tailed mirtron"
"1345","chr19",49854591,49854651,"+","MI0017388","hsa-mir-4749","hsa-miR-4749-5p","hsa-miR-4749-3p","0","5p-tailed mirtron"
"1346","chr19",49888175,49888230,"+","MI0017389","hsa-mir-4750","hsa-miR-4750-5p","hsa-miR-4750-3p","0","5p-tailed mirtron"
"1349","chr1",235190034,235190116,"-","MI0017392","hsa-mir-4753","hsa-miR-4753-5p","hsa-miR-4753-3p","0","canonical"
"1350","chr19",53787677,53787742,"-","MI0017393","hsa-mir-371b","hsa-miR-371b-5p","hsa-miR-371b-3p","0","canonical"
"1352","chr20",34049119,34049190,"+","MI0017395","hsa-mir-4755","hsa-miR-4755-5p","hsa-miR-4755-3p","1","canonical"
"1353","chr20",34990400,34990472,"-","MI0017396","hsa-mir-499b","hsa-miR-499b-5p","hsa-miR-499b-3p","0","canonical"
"1354","chr20",54068408,54068485,"-","MI0017397","hsa-mir-4756","hsa-miR-4756-5p","hsa-miR-4756-3p","0","canonical"
"1355","chr2",19348429,19348505,"+","MI0017398","hsa-mir-4757","hsa-miR-4757-5p","hsa-miR-4757-3p","0","canonical"
"1356","chr20",62332487,62332557,"-","MI0017399","hsa-mir-4758","hsa-miR-4758-5p","hsa-miR-4758-3p","0","3p-tailed mirtron"
"1358","chr21",40212352,40212431,"-","MI0017401","hsa-mir-4760","hsa-miR-4760-5p","hsa-miR-4760-3p","0","canonical"
"1359","chr22",19963753,19963834,"+","MI0017402","hsa-mir-4761","hsa-miR-4761-5p","hsa-miR-4761-3p","0","canonical"
"1360","chr22",45760524,45760598,"+","MI0017403","hsa-mir-4762","hsa-miR-4762-5p","hsa-miR-4762-3p","0","canonical"
"1361","chr22",46113566,46113657,"+","MI0017404","hsa-mir-4763","hsa-miR-4763-5p","hsa-miR-4763-3p","0","canonical"
