Chromosome;Type;Coord1;Coord2;Strand;ID;Name;Arm;Derives_from
chr17;miRNA;75406077;75406096;+;MIMAT0018102;hsa-miR-3678-5p;5p;MI0016079
chr17;miRNA;75406137;75406158;+;MIMAT0018103;hsa-miR-3678-3p;3p;MI0016079
chr2;miRNA;134127130;134127152;+;MIMAT0018104;hsa-miR-3679-5p;5p;MI0016080
chr2;miRNA;134127168;134127189;+;MIMAT0018105;hsa-miR-3679-3p;3p;MI0016080
chr16;miRNA;21506101;21506122;-;MIMAT0018106;hsa-miR-3680-5p;5p;MI0016081
chr16;miRNA;21506064;21506086;-;MIMAT0018107;hsa-miR-3680-3p;3p;MI0016081
chr2;miRNA;12199138;12199159;+;MIMAT0018108;hsa-miR-3681-5p;5p;MI0016082
chr2;miRNA;12199174;12199195;+;MIMAT0018109;hsa-miR-3681-3p;3p;MI0016082
chr2;miRNA;53849136;53849156;-;MIMAT0018110;hsa-miR-3682-3p;3p;MI0016083
chr2;miRNA;53849170;53849191;-;MIMAT0019222;hsa-miR-3682-5p;5p;MI0016083
chr7;miRNA;7067010;7067031;-;MIMAT0018111;hsa-miR-3683;83;MI0016084
chr4;miRNA;98997434;98997454;+;MIMAT0018112;hsa-miR-3684;84;MI0016085
chr12;miRNA;95309928;95309949;+;MIMAT0018113;hsa-miR-3685;85;MI0016086
chr8;miRNA;129484067;129484088;-;MIMAT0018114;hsa-miR-3686;86;MI0016087
chr21;miRNA;8208878;8208901;+;MIMAT0018115;hsa-miR-3687;87;MI0016088
chr4;miRNA;159128814;159128835;-;MIMAT0018116;hsa-miR-3688-3p;3p;MI0016089
chr4;miRNA;159128860;159128880;-;MIMAT0019223;hsa-miR-3688-5p;5p;MI0016089
chr9;miRNA;134849534;134849555;-;MIMAT0018117;hsa-miR-3689a-5p;5p;MI0016090
chr9;miRNA;134849494;134849515;-;MIMAT0018118;hsa-miR-3689a-3p;3p;MI0016090
chrX;miRNA;1293927;1293949;+;MIMAT0018119;hsa-miR-3690;90;MI0016091
chr6;miRNA;5148286;5148308;-;MIMAT0018120;hsa-miR-3691-5p;5p;MI0016092
chr6;miRNA;5148246;5148267;-;MIMAT0019224;hsa-miR-3691-3p;3p;MI0016092
chr6;miRNA;157529137;157529160;+;MIMAT0018121;hsa-miR-3692-5p;5p;MI0016093
chr6;miRNA;157529175;157529198;+;MIMAT0018122;hsa-miR-3692-3p;3p;MI0016093
chr15;miRNA;76586647;76586666;+;MIMAT0018164;hsa-miR-3713;13;MI0016134
chr3;miRNA;16933196;16933217;+;MIMAT0018165;hsa-miR-3714;14;MI0016135
chr16;miRNA;15154949;15154967;-;MIMAT0018178_1;hsa-miR-3180;80;MI0016408
chr16;miRNA;2136076;2136094;-;MIMAT0018178;hsa-miR-3180;80;MI0016409
chr7;miRNA;151433526;151433547;-;MIMAT0018179;hsa-miR-3907;07;MI0016410
chr9;miRNA;134850206;134850227;-;MIMAT0018180;hsa-miR-3689b-5p;5p;MI0016411
chr9;miRNA;134850166;134850187;-;MIMAT0018181;hsa-miR-3689b-3p;3p;MI0016411
chr12;miRNA;123536413;123536434;+;MIMAT0018182;hsa-miR-3908;08;MI0016412
chr22;miRNA;35335710;35335731;+;MIMAT0018183;hsa-miR-3909;09;MI0016413
chr9;miRNA;91636313;91636332;+;MIMAT0018184;hsa-miR-3910;10;MI0016414
chr9;miRNA;127690763;127690784;-;MIMAT0018185;hsa-miR-3911;11;MI0016415
chr5;miRNA;171386678;171386698;-;MIMAT0018186;hsa-miR-3912-3p;3p;MI0016416
chr5;miRNA;171386712;171386732;-;MIMAT0027036;hsa-miR-3912-5p;5p;MI0016416
chr12;miRNA;69584780;69584801;-;MIMAT0018187;hsa-miR-3913-5p;5p;MI0016417
chr12;miRNA;69584744;69584765;-;MIMAT0019225;hsa-miR-3913-3p;3p;MI0016417
chr12;miRNA;69584744;69584765;+;MIMAT0018187_1;hsa-miR-3913-5p;5p;MI0016418
chr12;miRNA;69584780;69584801;+;MIMAT0019225_1;hsa-miR-3913-3p;3p;MI0016418
chr7;miRNA;71307687;71307708;-;MIMAT0018188;hsa-miR-3914;14;MI0016419
chrX;miRNA;32583711;32583732;-;MIMAT0018189;hsa-miR-3915;15;MI0016420
chr7;miRNA;71307734;71307755;+;MIMAT0018188_1;hsa-miR-3914;14;MI0016421
chr1;miRNA;247202016;247202041;-;MIMAT0018190;hsa-miR-3916;16;MI0016422
chr1;miRNA;25906384;25906403;-;MIMAT0018191;hsa-miR-3917;17;MI0016423
chr6;miRNA;158764715;158764735;-;MIMAT0018192;hsa-miR-3918;18;MI0016424
chr3;miRNA;159282700;159282720;+;MIMAT0018193;hsa-miR-3919;19;MI0016425
chr8;miRNA;95072924;95072944;-;MIMAT0018194;hsa-miR-3150b-3p;3p;MI0016426
chr8;miRNA;95072961;95072982;-;MIMAT0019226;hsa-miR-3150b-5p;5p;MI0016426
chr11;miRNA;101519834;101519855;-;MIMAT0018195;hsa-miR-3920;20;MI0016427
chr3;miRNA;99964325;99964347;-;MIMAT0018196;hsa-miR-3921;21;MI0016428
chr12;miRNA;104591694;104591715;+;MIMAT0018197;hsa-miR-3922-3p;3p;MI0016429
chr12;miRNA;104591645;104591667;+;MIMAT0019227;hsa-miR-3922-5p;5p;MI0016429
chr3;miRNA;79507937;79507958;+;MIMAT0018198;hsa-miR-3923;23;MI0016430
chr9;miRNA;91636277;91636296;-;MIMAT0018184_1;hsa-miR-3910;10;MI0016431
chr10;miRNA;57304489;57304510;-;MIMAT0018199;hsa-miR-3924;24;MI0016432
chr6;miRNA;36622480;36622501;-;MIMAT0018200;hsa-miR-3925-5p;5p;MI0016433
chr6;miRNA;36622446;36622466;-;MIMAT0019228;hsa-miR-3925-3p;3p;MI0016433
chr8;miRNA;12727274;12727294;-;MIMAT0018201;hsa-miR-3926;26;MI0016434
chr9;miRNA;109511480;109511501;-;MIMAT0018202;hsa-miR-3927-3p;3p;MI0016435
chr9;miRNA;109511518;109511538;-;MIMAT0022970;hsa-miR-3927-5p;5p;MI0016435
chrX;miRNA;70022864;70022884;+;MIMAT0018203;hsa-miR-676-5p;5p;MI0016436
chrX;miRNA;70022899;70022919;+;MIMAT0018204;hsa-miR-676-3p;3p;MI0016436
chr8;miRNA;12727242;12727262;+;MIMAT0018201_1;hsa-miR-3926;26;MI0016437
chr22;miRNA;31160062;31160083;-;MIMAT0018205;hsa-miR-3928-3p;3p;MI0016438
chr22;miRNA;31160095;31160117;-;MIMAT0027037;hsa-miR-3928-5p;5p;MI0016438
chr18;miRNA;35934088;35934110;-;MIMAT0018206;hsa-miR-3929;29;MI0016439
chr6;miRNA;33698152;33698173;+;MIMAT0018349;hsa-miR-3934-5p;5p;MI0016590
chr6;miRNA;33698191;33698212;+;MIMAT0022975;hsa-miR-3934-3p;3p;MI0016590
chr16;miRNA;56245577;56245598;+;MIMAT0018350;hsa-miR-3935;35;MI0016591
chr5;miRNA;132365513;132365534;-;MIMAT0018351;hsa-miR-3936;36;MI0016592
chrX;miRNA;39661276;39661298;+;MIMAT0018352;hsa-miR-3937;37;MI0016593
chr3;miRNA;55852515;55852536;-;MIMAT0018353;hsa-miR-3938;38;MI0016594
chr14;miRNA;47761061;47761082;-;MIMAT0018354;hsa-miR-548y;8y;MI0016595
chr6;miRNA;166997830;166997851;-;MIMAT0018355;hsa-miR-3939;39;MI0016596
chr19;miRNA;6416434;6416455;-;MIMAT0018356;hsa-miR-3940-3p;3p;MI0016597
chr19;miRNA;6416470;6416489;-;MIMAT0019229;hsa-miR-3940-5p;5p;MI0016597
chr10;miRNA;122417024;122417045;+;MIMAT0018357;hsa-miR-3941;41;MI0016598
chr15;miRNA;35372321;35372342;-;MIMAT0018358;hsa-miR-3942-5p;5p;MI0016599
chr15;miRNA;35372280;35372300;-;MIMAT0019230;hsa-miR-3942-3p;3p;MI0016599
chr7;miRNA;43150917;43150939;+;MIMAT0018359;hsa-miR-3943;43;MI0016600
chr10;miRNA;133371579;133371601;-;MIMAT0018360;hsa-miR-3944-3p;3p;MI0016601
chr10;miRNA;133371621;133371641;-;MIMAT0019231;hsa-miR-3944-5p;5p;MI0016601
chr4;miRNA;184851066;184851088;-;MIMAT0018361;hsa-miR-3945;45;MI0016602
chrX;miRNA;74218561;74218582;+;MIMAT0018443;hsa-miR-374c-5p;5p;MI0016684
chrX;miRNA;74218587;74218608;+;MIMAT0022735;hsa-miR-374c-3p;3p;MI0016684
chr19;miRNA;45674941;45674962;-;MIMAT0018444;hsa-miR-642b-3p;3p;MI0016685
chr19;miRNA;45674978;45674999;-;MIMAT0022736;hsa-miR-642b-5p;5p;MI0016685
chr7;miRNA;30289814;30289833;-;MIMAT0018445;hsa-miR-550b-3p;3p;MI0016686
chr7;miRNA;30289854;30289875;-;MIMAT0022737;hsa-miR-550b-2-5p;5p;MI0016686
chr7;miRNA;32733001;32733020;-;MIMAT0018445_1;hsa-miR-550b-3p;3p;MI0016687
chr7;miRNA;32733041;32733062;-;MIMAT0022737_1;hsa-miR-550b-2-5p;5p;MI0016687
chr12;miRNA;64622530;64622552;-;MIMAT0018446;hsa-miR-548z;8z;MI0016688
chr8;miRNA;123348088;123348112;+;MIMAT0018447_1;hsa-miR-548aa;aa;MI0016689
chr17;miRNA;67471543;67471567;+;MIMAT0018447;hsa-miR-548aa;aa;MI0016690
chr20;miRNA;38516607;38516628;+;MIMAT0005919;hsa-miR-548o-3p;3p;MI0016746
chr20;miRNA;38516569;38516590;+;MIMAT0022738;hsa-miR-548o-5p;5p;MI0016746
chr10;miRNA;23393408;23393431;+;MIMAT0005905;hsa-miR-1254;54;MI0016747
chr17;miRNA;80098831;80098850;+;MIMAT0018925;hsa-miR-1268b;8b;MI0016748
chr4;miRNA;5923279;5923298;-;MIMAT0018926;hsa-miR-378d;8d;MI0016749
chr5;miRNA;170028545;170028563;+;MIMAT0018927;hsa-miR-378e;8e;MI0016750
chr6;miRNA;131792174;131792195;+;MIMAT0005928_3;hsa-miR-548h-5p;5p;MI0016751
chr3;miRNA;103524085;103524106;-;MIMAT0018928;hsa-miR-548ab;ab;MI0016752
chr1;miRNA;5564082;5564099;+;MIMAT0018929;hsa-miR-4417;17;MI0016753
chr1;miRNA;22266277;22266294;+;MIMAT0018930;hsa-miR-4418;18;MI0016754
chr1;miRNA;23057880;23057896;-;MIMAT0018931;hsa-miR-4419a;9a;MI0016755
chr1;miRNA;23929121;23929140;+;MIMAT0018932;hsa-miR-378f;8f;MI0016756
chr1;miRNA;30739158;30739179;-;MIMAT0018933;hsa-miR-4420;20;MI0016757
chr1;miRNA;51059879;51059900;+;MIMAT0018934;hsa-miR-4421;21;MI0016758
chr1;miRNA;55225656;55225676;+;MIMAT0018935;hsa-miR-4422;22;MI0016759
chr1;miRNA;85133842;85133862;+;MIMAT0018936;hsa-miR-4423-3p;3p;MI0016760
chr1;miRNA;85133806;85133827;+;MIMAT0019232;hsa-miR-4423-5p;5p;MI0016760
chr1;miRNA;94745880;94745899;-;MIMAT0018937;hsa-miR-378g;8g;MI0016761
chr1;miRNA;116560038;116560059;-;MIMAT0018938;hsa-miR-548ac;ac;MI0016762
chr1;miRNA;178677763;178677784;+;MIMAT0018939;hsa-miR-4424;24;MI0016763
chr1;miRNA;25023552;25023573;+;MIMAT0018940;hsa-miR-4425;25;MI0016764
chr1;miRNA;192716333;192716349;+;MIMAT0018941;hsa-miR-4426;26;MI0016765
chr1;miRNA;233624195;233624215;+;MIMAT0018942;hsa-miR-4427;27;MI0016766
chr1;miRNA;237471164;237471185;+;MIMAT0018943;hsa-miR-4428;28;MI0016767
chr2;miRNA;11540652;11540671;-;MIMAT0018944;hsa-miR-4429;29;MI0016768
chr2;miRNA;33418519;33418536;+;MIMAT0018945;hsa-miR-4430;30;MI0016769
chr2;miRNA;35471453;35471474;+;MIMAT0018946;hsa-miR-548ad-3p;3p;MI0016770
chr2;miRNA;35471420;35471439;+;MIMAT0032114;hsa-miR-548ad-5p;5p;MI0016770
chr2;miRNA;52702588;52702609;-;MIMAT0018947;hsa-miR-4431;31;MI0016771
chr2;miRNA;60387362;60387381;-;MIMAT0018948;hsa-miR-4432;32;MI0016772
chr2;miRNA;64340809;64340829;+;MIMAT0018949;hsa-miR-4433a-3p;3p;MI0016773
chr2;miRNA;64340770;64340790;+;MIMAT0020956;hsa-miR-4433a-5p;5p;MI0016773
chr2;miRNA;64525520;64525537;+;MIMAT0018950;hsa-miR-4434;34;MI0016774
chr2;miRNA;87629764;87629785;+;MIMAT0018951;hsa-miR-4435;35;MI0016775
chr2;miRNA;88812425;88812445;+;MIMAT0018952;hsa-miR-4436a;6a;MI0016776
chr2;miRNA;111321061;111321082;-;MIMAT0018951_1;hsa-miR-4435;35;MI0016777
chr2;miRNA;181305593;181305613;-;MIMAT0018953;hsa-miR-4437;37;MI0016778
chr2;miRNA;184379017;184379037;+;MIMAT0018954;hsa-miR-548ae-3p;3p;MI0016779
chr5;miRNA;58530047;58530067;-;MIMAT0018954_1;hsa-miR-548ae-3p;3p;MI0016780
chr5;miRNA;58530085;58530104;-;MIMAT0032115;hsa-miR-548ae-5p;5p;MI0016780
chr2;miRNA;213758122;213758142;+;MIMAT0018956;hsa-miR-4438;38;MI0016781
chr2;miRNA;225010516;225010537;-;MIMAT0018957;hsa-miR-4439;39;MI0016782
chr2;miRNA;239068829;239068850;-;MIMAT0018958;hsa-miR-4440;40;MI0016783
chr2;miRNA;239085828;239085844;-;MIMAT0018959;hsa-miR-4441;41;MI0016784
chr3;miRNA;25664875;25664891;-;MIMAT0018960;hsa-miR-4442;42;MI0016785
chr3;miRNA;48196572;48196588;+;MIMAT0018961;hsa-miR-4443;43;MI0016786
chr2;miRNA;177212768;177212785;+;MIMAT0018962;hsa-miR-4444;44;MI0016787
chr3;miRNA;109602835;109602856;+;MIMAT0018963;hsa-miR-4445-5p;5p;MI0016788
chr3;miRNA;109602871;109602891;+;MIMAT0018964;hsa-miR-4445-3p;3p;MI0016788
chr3;miRNA;113594918;113594939;+;MIMAT0018965;hsa-miR-4446-3p;3p;MI0016789
chr3;miRNA;113594883;113594904;+;MIMAT0019233;hsa-miR-4446-5p;5p;MI0016789
chr3;miRNA;116850289;116850305;-;MIMAT0018966;hsa-miR-4447;47;MI0016790
chr3;miRNA;183886860;183886879;+;MIMAT0018967;hsa-miR-4448;48;MI0016791
chr4;miRNA;52712720;52712741;+;MIMAT0018968;hsa-miR-4449;49;MI0016792
chr4;miRNA;60922623;60922643;+;MIMAT0018969_1;hsa-miR-548ag;ag;MI0016793
chr20;miRNA;60564565;60564585;+;MIMAT0018969;hsa-miR-548ag;ag;MI0016794
chr4;miRNA;76573572;76573593;+;MIMAT0018971;hsa-miR-4450;50;MI0016795
chr4;miRNA;76575561;76575580;+;MIMAT0018972;hsa-miR-548ah-5p;5p;MI0016796
chr4;miRNA;76575597;76575618;+;MIMAT0020957;hsa-miR-548ah-3p;3p;MI0016796
chr4;miRNA;85722515;85722531;+;MIMAT0018973;hsa-miR-4451;51;MI0016797
chr4;miRNA;86542485;86542507;-;MIMAT0018974;hsa-miR-4452;52;MI0016798
chr4;miRNA;152536432;152536451;+;MIMAT0018975;hsa-miR-4453;53;MI0016799
chr4;miRNA;163093607;163093626;-;MIMAT0018976;hsa-miR-4454;54;MI0016800
chr4;miRNA;184938421;184938437;-;MIMAT0018977;hsa-miR-4455;55;MI0016801
chr5;miRNA;535861;535877;-;MIMAT0018978;hsa-miR-4456;56;MI0016802
chr5;miRNA;1309314;1309335;-;MIMAT0018979;hsa-miR-4457;57;MI0016803
chr5;miRNA;8460933;8460951;+;MIMAT0018980;hsa-miR-4458;58;MI0016804
chr5;miRNA;54075560;54075581;-;MIMAT0018981;hsa-miR-4459;59;MI0016805
chr5;miRNA;129397115;129397136;-;MIMAT0018982;hsa-miR-4460;60;MI0016806
chr5;miRNA;134928084;134928106;+;MIMAT0018983;hsa-miR-4461;61;MI0016807
chr5;miRNA;154829466;154829486;+;MIMAT0018984;hsa-miR-378h;8h;MI0016808
chr6;miRNA;32749952;32749973;-;MIMAT0018985;hsa-miR-3135b;5b;MI0016809
chr6;miRNA;37555366;37555388;-;MIMAT0018986;hsa-miR-4462;62;MI0016810
chr6;miRNA;75428446;75428462;+;MIMAT0018987;hsa-miR-4463;63;MI0016811
chr6;miRNA;90312753;90312773;+;MIMAT0018988;hsa-miR-4464;64;MI0016812
chr6;miRNA;99124624;99124645;+;MIMAT0018989;hsa-miR-548ai;ai;MI0016813
chr6;miRNA;132115199;132115219;-;MIMAT0018990;hsa-miR-548aj-3p;3p;MI0016814
chrX;miRNA;38023912;38023932;-;MIMAT0018990_1;hsa-miR-548aj-3p;3p;MI0016815
chrX;miRNA;38023949;38023971;-;MIMAT0022739;hsa-miR-548aj-5p;5p;MI0016815
chr6;miRNA;140683855;140683876;+;MIMAT0018992;hsa-miR-4465;65;MI0016816
chr6;miRNA;156779710;156779727;-;MIMAT0018993;hsa-miR-4466;66;MI0016817
chr7;miRNA;102471472;102471493;+;MIMAT0018994;hsa-miR-4467;67;MI0016818
chr7;miRNA;138123803;138123820;+;MIMAT0018995;hsa-miR-4468;68;MI0016819
chr8;miRNA;42896203;42896224;-;MIMAT0018996;hsa-miR-4469;69;MI0016820
chr8;miRNA;61714832;61714852;+;MIMAT0018997;hsa-miR-4470;70;MI0016821
chr8;miRNA;100382811;100382832;+;MIMAT0018998;hsa-miR-4471;71;MI0016822
chr8;miRNA;142176396;142176413;+;MIMAT0018999_1;hsa-miR-4472;72;MI0016823
chr12;miRNA;116428294;116428311;-;MIMAT0018999;hsa-miR-4472;72;MI0016824
chr9;miRNA;20411161;20411182;-;MIMAT0019000;hsa-miR-4473;73;MI0016825
chr9;miRNA;20502277;20502298;-;MIMAT0019001;hsa-miR-4474-3p;3p;MI0016826
chr9;miRNA;20502310;20502330;-;MIMAT0019234;hsa-miR-4474-5p;5p;MI0016826
chr9;miRNA;36823542;36823563;-;MIMAT0019002;hsa-miR-4475;75;MI0016827
chr9;miRNA;36893466;36893487;-;MIMAT0019003;hsa-miR-4476;76;MI0016828
chr9;miRNA;41233802;41233823;+;MIMAT0019004;hsa-miR-4477a;7a;MI0016829
chr9;miRNA;63819623;63819644;+;MIMAT0019005_1;hsa-miR-4477b;7b;MI0016830
chr9;miRNA;122120147;122120163;-;MIMAT0019006;hsa-miR-4478;78;MI0016831
chr9;miRNA;134849302;134849323;-;MIMAT0019007;hsa-miR-3689c;9c;MI0016832
chr13;miRNA;65966352;65966371;-;MIMAT0015081;hsa-miR-548x-3p;3p;MI0016833
chr9;miRNA;134849660;134849681;-;MIMAT0019008;hsa-miR-3689d;9d;MI0016834
chr9;miRNA;134850332;134850353;-;MIMAT0019008_1;hsa-miR-3689d;9d;MI0016835
chr9;miRNA;134850614;134850635;-;MIMAT0019009;hsa-miR-3689e;9e;MI0016836
chr9;miRNA;134850783;134850804;-;MIMAT0019010;hsa-miR-3689f;9f;MI0016837
chr9;miRNA;136886777;136886798;+;MIMAT0019011;hsa-miR-4479;79;MI0016838
chr10;miRNA;6152209;6152226;-;MIMAT0019012;hsa-miR-3155b;5b;MI0016839
chr10;miRNA;12130792;12130812;-;MIMAT0019013;hsa-miR-548ak;ak;MI0016840
chr10;miRNA;12578796;12578816;+;MIMAT0019014;hsa-miR-4480;80;MI0016841
chr10;miRNA;12653181;12653197;-;MIMAT0019015;hsa-miR-4481;81;MI0016842
chr10;miRNA;104268377;104268398;-;MIMAT0019016;hsa-miR-4482-5p;5p;MI0016843
chr10;miRNA;104268341;104268362;-;MIMAT0020958;hsa-miR-4482-3p;3p;MI0016843
chr10;miRNA;113778000;113778016;-;MIMAT0019017;hsa-miR-4483;83;MI0016844
chr10;miRNA;125819803;125819822;+;MIMAT0019018;hsa-miR-4484;84;MI0016845
chr11;miRNA;10508277;10508296;-;MIMAT0019019;hsa-miR-4485-3p;3p;MI0016846
chr11;miRNA;10508305;10508320;-;MIMAT0032116;hsa-miR-4485-5p;5p;MI0016846
chr11;miRNA;19575314;19575330;+;MIMAT0019020;hsa-miR-4486;86;MI0016847
chr11;miRNA;47401023;47401041;+;MIMAT0019021;hsa-miR-4487;87;MI0016848
chr11;miRNA;61508599;61508616;+;MIMAT0019022;hsa-miR-4488;88;MI0016849
chr11;miRNA;65649197;65649217;+;MIMAT0019023;hsa-miR-4489;89;MI0016850
chr11;miRNA;74399301;74399322;+;MIMAT0019024;hsa-miR-548al;al;MI0016851
chr11;miRNA;90555785;90555806;-;MIMAT0019025;hsa-miR-4490;90;MI0016852
chr11;miRNA;111347802;111347823;+;MIMAT0019026;hsa-miR-4491;91;MI0016853
chr11;miRNA;118910765;118910781;+;MIMAT0019027;hsa-miR-4492;92;MI0016854
chr11;miRNA;123381441;123381461;-;MIMAT0019028;hsa-miR-4493;93;MI0016855
chr12;miRNA;47364197;47364218;-;MIMAT0019029;hsa-miR-4494;94;MI0016856
chr12;miRNA;97939097;97939117;-;MIMAT0019030;hsa-miR-4495;95;MI0016857
chr12;miRNA;108635849;108635870;+;MIMAT0019031;hsa-miR-4496;96;MI0016858
chr12;miRNA;109833350;109833366;+;MIMAT0019032;hsa-miR-4497;97;MI0016859
chr12;miRNA;120155473;120155494;-;MIMAT0019033;hsa-miR-4498;98;MI0016860
chr12;miRNA;128244547;128244564;+;MIMAT0019034;hsa-miR-4419b;9b;MI0016861
chr13;miRNA;20433830;20433846;-;MIMAT0019035;hsa-miR-4499;99;MI0016862
chr13;miRNA;87618671;87618687;-;MIMAT0019036;hsa-miR-4500;00;MI0016863
chr13;miRNA;96427229;96427249;+;MIMAT0019037;hsa-miR-4501;01;MI0016864
chr13;miRNA;114273885;114273906;+;MIMAT0019038;hsa-miR-4502;02;MI0016865
chr14;miRNA;36952358;36952379;-;MIMAT0019039;hsa-miR-4503;03;MI0016866
chr14;miRNA;50299871;50299892;-;MIMAT0019040;hsa-miR-4504;04;MI0016867
chr14;miRNA;73758749;73758766;+;MIMAT0019041;hsa-miR-4505;05;MI0016868
chr14;miRNA;93948233;93948252;-;MIMAT0019042;hsa-miR-4506;06;MI0016869
chr14;miRNA;100814551;100814570;+;MIMAT0019043;hsa-miR-2392;92;MI0016870
chr14;miRNA;105858125;105858144;-;MIMAT0019044;hsa-miR-4507;07;MI0016871
chr15;miRNA;23562107;23562123;-;MIMAT0019045;hsa-miR-4508;08;MI0016872
chr15;miRNA;23197844;23197865;+;MIMAT0019046;hsa-miR-4509;09;MI0016873
chr15;miRNA;28426508;28426529;+;MIMAT0019046_1;hsa-miR-4509;09;MI0016874
chr15;miRNA;28490807;28490828;-;MIMAT0019046_2;hsa-miR-4509;09;MI0016875
chr15;miRNA;35926863;35926884;+;MIMAT0019047;hsa-miR-4510;10;MI0016876
chr15;miRNA;65719297;65719318;-;MIMAT0019048;hsa-miR-4511;11;MI0016877
chr15;miRNA;66496965;66496986;-;MIMAT0019049;hsa-miR-4512;12;MI0016878
chr15;miRNA;74788723;74788744;-;MIMAT0019050;hsa-miR-4513;13;MI0016879
chr15;miRNA;80997450;80997467;-;MIMAT0019051;hsa-miR-4514;14;MI0016880
chr15;miRNA;83067349;83067370;+;MIMAT0019052;hsa-miR-4515;15;MI0016881
chr16;miRNA;2133120;2133136;+;MIMAT0019053;hsa-miR-4516;16;MI0016882
chr16;miRNA;28958587;28958611;+;MIMAT0019054;hsa-miR-4517;17;MI0016883
chr16;miRNA;30503968;30503993;+;MIMAT0019055;hsa-miR-4518;18;MI0016884
chr16;miRNA;30875301;30875318;-;MIMAT0019056;hsa-miR-4519;19;MI0016885
chr17;miRNA;6655447;6655468;-;MIMAT0019057;hsa-miR-4520-3p;3p;MI0016886
chr17;miRNA;6655482;6655501;-;MIMAT0019235;hsa-miR-4520-5p;5p;MI0016886
chr17;miRNA;8186948;8186969;+;MIMAT0019058;hsa-miR-4521;21;MI0016887
chr17;miRNA;12917313;12917334;-;MIMAT0019059;hsa-miR-1269b;9b;MI0016888
chr17;miRNA;27293922;27293942;-;MIMAT0019060;hsa-miR-4522;22;MI0016889
chr17;miRNA;29390668;29390688;+;MIMAT0019061;hsa-miR-4523;23;MI0016890
chr17;miRNA;69099606;69099627;-;MIMAT0019062;hsa-miR-4524a-5p;5p;MI0016891
chr17;miRNA;69099570;69099591;-;MIMAT0019063;hsa-miR-4524a-3p;3p;MI0016891
chr17;miRNA;82668281;82668301;-;MIMAT0019064;hsa-miR-4525;25;MI0016892
chr18;miRNA;13611167;13611188;+;MIMAT0019065;hsa-miR-4526;26;MI0016893
chr18;miRNA;47380503;47380524;+;MIMAT0019066;hsa-miR-4527;27;MI0016894
chr18;miRNA;53237156;53237177;+;MIMAT0019067;hsa-miR-4528;28;MI0016895
chr18;miRNA;55479270;55479290;+;MIMAT0019068;hsa-miR-4529-3p;3p;MI0016896
chr18;miRNA;55479226;55479247;+;MIMAT0019236;hsa-miR-4529-5p;5p;MI0016896
chr19;miRNA;39409629;39409646;-;MIMAT0019069;hsa-miR-4530;30;MI0016897
chr19;miRNA;44653689;44653705;-;MIMAT0019070;hsa-miR-4531;31;MI0016898
chr20;miRNA;57895399;57895415;+;MIMAT0019071;hsa-miR-4532;32;MI0016899
chr20;miRNA;60478119;60478140;+;MIMAT0019072;hsa-miR-4533;33;MI0016900
chr22;miRNA;37988829;37988845;+;MIMAT0019073;hsa-miR-4534;34;MI0016901
chr22;miRNA;41923271;41923291;-;MIMAT0019074;hsa-miR-378i;8i;MI0016902
chr22;miRNA;48780331;48780347;+;MIMAT0019075;hsa-miR-4535;35;MI0016903
chrX;miRNA;16627019;16627040;-;MIMAT0019076;hsa-miR-548am-3p;3p;MI0016904
chrX;miRNA;16627055;16627076;-;MIMAT0022740;hsa-miR-548am-5p;5p;MI0016904
chrX;miRNA;39837562;39837581;+;MIMAT0019077;hsa-miR-1587;87;MI0016905
chrX;miRNA;55451561;55451581;-;MIMAT0019078_1;hsa-miR-4536-5p;5p;MI0016906
chrX;miRNA;55451495;55451515;-;MIMAT0020959_1;hsa-miR-4536-3p;3p;MI0016906
chrX;miRNA;106639828;106639847;+;MIMAT0019079;hsa-miR-548an;an;MI0016907
chr14;miRNA;105859532;105859553;-;MIMAT0019080;hsa-miR-4537;37;MI0016908
chr14;miRNA;105858221;105858242;-;MIMAT0019081;hsa-miR-4538;38;MI0016909
chr14;miRNA;105857513;105857534;-;MIMAT0019082;hsa-miR-4539;39;MI0016910
chr9;miRNA;36864254;36864274;-;MIMAT0019083;hsa-miR-4540;40;MI0016911
chr9;miRNA;127785879;127785898;+;MIMAT0019337;hsa-miR-3960;60;MI0016964
chr1;miRNA;17277948;17277969;+;MIMAT0019357;hsa-miR-3972;72;MI0016990
chr11;miRNA;36010181;36010203;+;MIMAT0019358;hsa-miR-3973;73;MI0016991
chr12;miRNA;17673308;17673330;+;MIMAT0019359;hsa-miR-3974;74;MI0016992
chr18;miRNA;35591782;35591803;+;MIMAT0019360;hsa-miR-3975;75;MI0016993
chr18;miRNA;5840702;5840725;+;MIMAT0019361;hsa-miR-3976;76;MI0016994
chr5;miRNA;82840157;82840179;+;MIMAT0019362;hsa-miR-3977;77;MI0016995
chrX;miRNA;110082121;110082144;+;MIMAT0019363;hsa-miR-3978;78;MI0016996
chr1;miRNA;12191752;12191773;+;MIMAT0019688;hsa-miR-4632-3p;3p;MI0017259
chr1;miRNA;12191713;12191735;+;MIMAT0022977;hsa-miR-4632-5p;5p;MI0017259
chr5;miRNA;129097702;129097721;+;MIMAT0019689;hsa-miR-4633-5p;5p;MI0017260
chr5;miRNA;129097737;129097758;+;MIMAT0019690;hsa-miR-4633-3p;3p;MI0017260
chr5;miRNA;174751743;174751761;+;MIMAT0019691;hsa-miR-4634;34;MI0017261
